n_updates,true_reward,serial_timesteps,explained_variance,time_elapsed,ep_reward_mean,fps,policy_entropy,approxkl,value_loss,policy_loss,ep_len_mean,total_timesteps,clipfrac
1048,0.123045646,524000,0.8902166858315468,7124.034321069717,2.2181493565697745,7868,-6.5628943,0.0269539,2.486283,-0.00023416038,44.71,52400000,0.30904198
1049,0.123373486,524500,0.8721996247768402,7130.96241235733,1.8790157195582287,7737,-6.572832,0.02699945,2.8192322,0.0003618723,45.77,52450000,0.31077406
1050,0.13438341,525000,0.8640276193618774,7137.920354604721,1.946880813092139,7815,-6.5678806,0.02774483,2.9874082,0.00013233056,45.86,52500000,0.31367797
1051,0.13217074,525500,0.8792080134153366,7144.978100299835,2.9319037766224936,7962,-6.568993,0.025623407,2.6399179,-0.0009480017,48.14,52550000,0.29872602
1052,0.12624846,526000,0.869561180472374,7151.806762456894,2.0871472544805147,8200,-6.570689,0.025704697,2.9003875,-0.0011584605,45.46,52600000,0.29838598
1053,0.12581497,526500,0.8720274865627289,7158.134347200394,2.2073376618036855,7867,-6.57191,0.025665928,2.8604653,-0.001361293,45.96,52650000,0.29671597
1054,0.13052694,527000,0.8561899363994598,7165.069858074188,1.9333976511991933,7759,-6.567126,0.027491074,3.05692,0.00083544524,40.79,52700000,0.31061995
1055,0.11184938,527500,0.8878030180931091,7171.984182596207,1.9841542825334182,7896,-6.566954,0.025807224,2.5176914,-0.0014800453,45.88,52750000,0.30279404
1056,0.12310226,528000,0.8639655262231827,7178.883125305176,2.6554302530268616,8049,-6.575208,0.02812017,3.1187997,0.0005669963,47.87,52800000,0.31514996
1057,0.12481625,528500,0.8659882098436356,7185.65375828743,2.0394648031348335,8087,-6.5832896,0.026638407,2.9153755,-0.0011806644,49.21,52850000,0.30588996
1058,0.11623517,529000,0.8638433665037155,7192.460891008377,2.312910997363506,7880,-6.582886,0.026889442,2.9663215,0.0006115707,52.6,52900000,0.30594003
1059,0.12003663,529500,0.8765362277626991,7199.3923432827,1.8734907660800673,7807,-6.5812554,0.031407326,2.6658347,0.0024545675,44.07,52950000,0.335498
1060,0.12201686,530000,0.8704506456851959,7206.33177781105,1.530816846053349,7891,-6.5864735,0.026286416,2.833152,-0.0006716668,48.96,53000000,0.308154
1061,0.12294298,530500,0.8740469515323639,7213.2379031181335,2.326067728463604,8106,-6.587189,0.027316477,2.7908692,-0.00023267955,50.21,53050000,0.30527404
1062,0.12773399,531000,0.8643211126327515,7219.865618228912,2.616314322644612,8067,-6.588152,0.025769176,3.0448127,0.00023823768,48.75,53100000,0.30131203
1063,0.12105104,531500,0.8875643312931061,7226.6604180336,2.2203325990952725,8010,-6.599762,0.03051395,2.487939,0.0007894079,50.56,53150000,0.332046
1064,0.11324219,532000,0.8898488879203796,7233.234920501709,2.142202172622747,7796,-6.6088185,0.024423618,2.367501,-0.00055753783,46.59,53200000,0.293002
1065,0.12321374,532500,0.8829622268676758,7240.040327072144,2.607574002618203,7810,-6.61826,0.02949576,2.6943061,2.0511867e-05,44.91,53250000,0.32193595
1066,0.12306177,533000,0.8892633765935898,7246.914241075516,1.9967702938808725,8125,-6.6236534,0.02628193,2.426114,-0.0018880479,47.36,53300000,0.306472
1067,0.12329667,533500,0.8835019320249557,7253.607927322388,2.4845339832929314,8149,-6.6223392,0.02645962,2.5039093,-0.00029740267,53.58,53350000,0.3074139
1068,0.12754722,534000,0.8552190959453583,7260.153995752335,1.881634594710813,7936,-6.617172,0.025732417,3.0792913,-0.000114580456,50.63,53400000,0.297048
1069,0.13055934,534500,0.8621545135974884,7266.803009986877,1.5084810349202598,7954,-6.6101604,0.027701871,2.9805818,-0.0007975686,47.74,53450000,0.31194603
1070,0.12603293,535000,0.8795355558395386,7273.4418342113495,2.13649849543217,8174,-6.603466,0.02784373,2.5760179,0.0021290698,50.89,53500000,0.31632203
1071,0.11938332,535500,0.8907364755868912,7279.981050491333,2.3814142436818657,8099,-6.5987115,0.027637377,2.3722582,0.00012676087,54.88,53550000,0.31513402
1072,0.13007684,536000,0.8466360867023468,7286.595346689224,1.713757518657676,7772,-6.5986705,0.026736991,3.2486281,-0.00014829352,48.74,53600000,0.30983597
1073,0.12772062,536500,0.8590944707393646,7293.5382623672485,2.6845811928264447,7726,-6.6030636,0.02708823,2.9504776,-0.00066103635,55.03,53650000,0.31421208
1074,0.12944096,537000,0.8521508127450943,7300.62505030632,2.545140151379455,7799,-6.6189265,0.027336322,3.1282632,-9.438807e-05,50.85,53700000,0.31328797
1075,0.12402618,537500,0.8859966024756432,7307.432475328445,2.4040363523113775,7837,-6.630436,0.027799327,2.65082,0.0024374567,48.1,53750000,0.31702796
1076,0.11821048,538000,0.8529563546180725,7314.278793334961,2.662186096637597,7780,-6.6313715,0.027293287,3.204994,-0.00025968236,48.64,53800000,0.31229994
1077,0.12322942,538500,0.8613232374191284,7321.303205490112,2.262508322982758,7862,-6.6217036,0.02776552,3.0598943,0.0003770586,45.84,53850000,0.31327593
1078,0.12691355,539000,0.8586123436689377,7328.222722291946,2.3745935106114486,7867,-6.6152644,0.027402343,3.0635996,0.00029512474,53.77,53900000,0.31434798
1079,0.13110667,539500,0.8751621246337891,7335.030748844147,2.4054164764561574,7798,-6.6138115,0.027270734,2.7343073,0.0011858577,47.42,53950000,0.308456
1080,0.11836191,540000,0.8670988976955414,7341.9877943992615,1.3154018139121764,8186,-6.6102905,0.028924813,2.989999,0.0026153466,44.21,54000000,0.32365605
1081,0.11968346,540500,0.8856333568692207,7348.727260828018,1.939724430450442,7863,-6.6083083,0.026857626,2.35995,0.00038687978,52.1,54050000,0.303144
1082,0.12937681,541000,0.8498358130455017,7355.430930137634,1.935667029690012,7811,-6.6051464,0.026824815,3.1632104,-1.3225824e-05,44.91,54100000,0.30725795
1083,0.12919052,541500,0.9037261083722115,7362.424051523209,1.994531881242583,8009,-6.6029534,0.027180087,2.1131623,0.0010892943,46.1,54150000,0.31181002
1084,0.13228057,542000,0.8654208332300186,7369.0010201931,2.825989006400341,7962,-6.6035657,0.025875384,2.8326359,-6.028052e-05,54.22,54200000,0.300384
1085,0.12366363,542500,0.8571193069219589,7375.6546795368195,2.6520669853546135,8208,-6.5967293,0.029515874,2.9283276,0.0015086036,51.18,54250000,0.32703602
1086,0.12229328,543000,0.8740052282810211,7382.261835813522,1.8328321330419568,7971,-6.5924664,0.026171103,2.7381792,0.00021495242,50.64,54300000,0.30552796
1087,0.10831754,543500,0.8693549484014511,7389.0407383441925,2.810511230480188,7829,-6.5980034,0.026957657,2.8766232,-0.0018875935,54.54,54350000,0.306136
1088,0.12448375,544000,0.8858659341931343,7395.6299521923065,2.4017584659501154,7839,-6.603079,0.027753923,2.4265902,-0.0003016415,50.96,54400000,0.31150195
1089,0.10959221,544500,0.887228287756443,7402.644813537598,1.7336593057423306,7846,-6.6011815,0.027096797,2.5097208,-0.00058990315,49.24,54450000,0.31146398
1090,0.12962347,545000,0.8795978054404259,7409.571133136749,2.1255113469109346,7900,-6.604775,0.026050609,2.5636892,-0.001159636,52.76,54500000,0.301978
1091,0.12121154,545500,0.8642859905958176,7416.169059753418,1.8488033212711161,8079,-6.615989,0.026469288,2.9981441,0.00011779651,43.73,54550000,0.30190596
1092,0.13044833,546000,0.8652161061763763,7422.9016172885895,1.5455228821342462,7770,-6.6208525,0.025675595,3.0733392,0.00019663152,47.31,54600000,0.299638
1093,0.13227254,546500,0.8832664862275124,7429.928323030472,2.4605335290677615,7930,-6.6217127,0.028369032,2.4994802,0.0011699288,52.01,54650000,0.320514
1094,0.12066045,547000,0.8425392210483551,7436.806468248367,1.7904848493622194,7989,-6.622678,0.025838675,3.5365934,-0.00014896416,49.96,54700000,0.30023003
1095,0.120075695,547500,0.8701515346765518,7443.28816318512,2.421205664392255,7918,-6.6215477,0.028014151,2.571333,0.00026539795,52.0,54750000,0.31633598
1096,0.12341884,548000,0.8558550924062729,7450.194531202316,2.1572088635360704,8155,-6.6233516,0.027458694,3.0482688,0.0010244158,49.71,54800000,0.31363997
1097,0.12611522,548500,0.864016979932785,7456.932342529297,2.3307315478670354,7869,-6.6231065,0.029160757,2.9605384,0.0014359249,49.39,54850000,0.322738
1098,0.12755762,549000,0.8815196081995964,7463.740928173065,2.523948137440893,8119,-6.6333613,0.02825715,2.6083808,0.000642623,49.3,54900000,0.32040203
1099,0.118372716,549500,0.8668523877859116,7470.4388971328735,1.8811947861718363,7896,-6.6393223,0.026455348,2.9107084,1.9355313e-05,45.68,54950000,0.30404797
1100,0.12414591,550000,0.8722599893808365,7477.362335443497,2.0646323642651625,7507,-6.6439424,0.0270979,2.6829212,0.0005642575,53.58,55000000,0.30965596
1101,0.12838718,550500,0.8823637515306473,7484.620945930481,2.017701775167916,7994,-6.660083,0.028981872,2.6569202,0.0002864024,44.3,55050000,0.32468808
1102,0.11754619,551000,0.8692800253629684,7491.381877660751,2.1145819030472195,7777,-6.66485,0.02850334,2.8006127,0.0005000608,48.3,55100000,0.32313794
1103,0.13108565,551500,0.8328672349452972,7498.204226016998,2.622794051783858,7800,-6.665011,0.029661445,3.7345765,0.0013121717,52.67,55150000,0.328812
1104,0.12482388,552000,0.868338406085968,7504.9437708854675,2.2566798744107657,7728,-6.668542,0.027404362,2.8115826,0.0007427056,45.78,55200000,0.311838
1105,0.13805819,552500,0.8812569007277489,7511.867491483688,1.4604635449274792,7982,-6.6724477,0.029997943,2.697577,0.0009054611,41.03,55250000,0.32611406
1106,0.12882097,553000,0.8645836710929871,7518.741395711899,2.686943953123191,7838,-6.6706834,0.026801357,2.9662406,0.00014319083,47.1,55300000,0.30727997
1107,0.12848826,553500,0.8616846650838852,7525.653554201126,2.7009075413874233,7937,-6.668372,0.027393542,3.0244348,-0.00055124564,54.51,55350000,0.31077605
1108,0.11751879,554000,0.847896084189415,7532.530117034912,2.0850703522319964,7930,-6.6662693,0.028467905,3.4055817,0.0007732417,49.44,55400000,0.32216
1109,0.1287445,554500,0.8693070709705353,7539.467804431915,2.4918326692374104,7806,-6.664461,0.028607737,2.6997266,-3.7913447e-05,59.4,55450000,0.32102206
1110,0.12838718,555000,0.8818282186985016,7546.512525320053,2.750837605915931,8069,-6.6622314,0.025861721,2.6522923,0.001193972,52.71,55500000,0.3005221
1111,0.12330617,555500,0.8748012781143188,7552.912214756012,2.3855333378471553,7823,-6.6657796,0.02643752,2.5430086,0.000475183,50.15,55550000,0.30355197
1112,0.13136844,556000,0.8947563394904137,7559.707834482193,1.8414038978821918,7795,-6.6725917,0.028084196,2.4221373,0.00011106388,46.18,55600000,0.31108204
1113,0.12100238,556500,0.8589804023504257,7566.740980863571,2.754523822248375,8042,-6.677883,0.028561251,2.928381,0.00045791015,52.56,55650000,0.323872
1114,0.11799068,557000,0.8966070488095284,7573.676074266434,2.646599436818651,7964,-6.6850257,0.027337437,2.305848,-0.0005719765,51.75,55700000,0.30867803
1115,0.12893151,557500,0.8935241848230362,7580.522849082947,2.2085061349724855,7876,-6.687777,0.026723234,2.2351873,-0.00042031475,50.03,55750000,0.307182
1116,0.12648211,558000,0.8566590994596481,7587.189279556274,1.7489757139689754,8073,-6.689091,0.027993511,3.0599453,0.00041906413,44.62,55800000,0.314434
1117,0.122136846,558500,0.8515504002571106,7593.983655691147,1.7208596623191261,7941,-6.6811004,0.026376272,3.1608155,0.00018980519,47.16,55850000,0.30221203
1118,0.12764595,559000,0.8306874483823776,7600.804697036743,1.186356368195411,7949,-6.682077,0.029259415,3.751463,0.000102405946,42.1,55900000,0.32224795
1119,0.130473,559500,0.8637463599443436,7607.682606935501,2.649529494982344,7623,-6.6871705,0.027108908,2.9413958,0.00015171981,50.1,55950000,0.31422198
1120,0.124313556,560000,0.8763605952262878,7614.794049024582,1.8315109745161318,7985,-6.691386,0.026563507,2.7036054,0.0007754362,49.31,56000000,0.307826
1121,0.12037199,560500,0.8632475584745407,7621.494470119476,1.8583603324744036,8215,-6.685505,0.031011732,3.0528455,0.0011204695,43.78,56050000,0.33468997
1122,0.11724712,561000,0.8764379322528839,7628.170797109604,1.8553146387965536,8184,-6.689298,0.028254123,2.662638,-0.0010635775,42.0,56100000,0.315614
1123,0.11931368,561500,0.8688278347253799,7634.742161273956,1.7803265845989518,8190,-6.69257,0.02740734,2.748685,0.00038931036,49.67,56150000,0.31146008
1124,0.12534542,562000,0.8672658801078796,7641.374985933304,2.195323562636913,8172,-6.6935725,0.028201483,2.8070998,0.0012909259,45.47,56200000,0.31479993
1125,0.11821387,562500,0.8646837174892426,7647.993890285492,1.4474771934820456,8285,-6.6988983,0.02644451,2.9165075,-0.0004200214,46.99,56250000,0.30596
1126,0.123195186,563000,0.8610256314277649,7654.619318008423,2.0575092690385643,8238,-6.694548,0.026922967,3.0486584,0.00032218854,49.44,56300000,0.31179002
1127,0.120567195,563500,0.8760234639048576,7660.968453168869,2.4905064479181602,8022,-6.68885,0.02560096,2.6942184,-0.00072237686,44.66,56350000,0.29645002
1128,0.118219316,564000,0.8643986135721207,7667.692342996597,1.1139496181617141,7954,-6.6960335,0.026031375,2.9011526,-0.00020729733,44.97,56400000,0.298066
1129,0.12248112,564500,0.86980801820755,7674.533706665039,1.7089622365299146,7942,-6.695624,0.028585427,2.8935132,0.0013960194,41.23,56450000,0.32060203
1130,0.121860765,565000,0.8843625038862228,7681.363733053207,1.8939151806240262,7951,-6.692719,0.027666302,2.698158,0.0014176134,54.98,56500000,0.31065804
1131,0.12159123,565500,0.883792370557785,7688.132154226303,1.9469954515942662,8071,-6.69977,0.026070146,2.5202963,-0.00025839143,53.35,56550000,0.30425602
1132,0.13173908,566000,0.8593110740184784,7694.88433432579,2.040407243623922,8174,-6.7042713,0.02663145,3.0853107,-0.00018309751,40.16,56600000,0.30722
1133,0.11705169,566500,0.8704850524663925,7701.539310216904,1.53452661686606,7889,-6.7045565,0.029293446,2.9468238,0.0003361493,44.42,56650000,0.327164
1134,0.12661605,567000,0.8697328567504883,7708.4019112586975,2.4891055055083418,7697,-6.7068434,0.030037498,2.610709,0.0012553744,52.81,56700000,0.32621402
1135,0.1268642,567500,0.8465405106544495,7715.521831512451,2.559363781986249,8030,-6.71221,0.026156262,3.4542866,-0.0006517345,46.55,56750000,0.30104598
1136,0.12372311,568000,0.8928723484277725,7722.246544599533,1.9840781118207087,7900,-6.715096,0.026436143,2.3972428,-2.54733e-05,50.73,56800000,0.303746
1137,0.120849855,568500,0.8615446239709854,7729.16717839241,1.5423863570920002,7761,-6.7155876,0.0289832,3.0506427,-0.0004729481,43.34,56850000,0.32339397
1138,0.11843765,569000,0.8851726055145264,7735.921594142914,2.0131446183324444,7735,-6.7156277,0.02735504,2.4905996,-0.00036858246,51.12,56900000,0.31278402
1139,0.12653661,569500,0.848643347620964,7742.838387012482,1.9458143918150017,7829,-6.7126465,0.026639545,3.2640612,-0.0008106961,47.2,56950000,0.3082741
1140,0.1281062,570000,0.8569573014974594,7749.812474727631,2.25493604219253,8234,-6.7151647,0.026979495,3.3829305,-0.00031425135,43.43,57000000,0.31034204
1141,0.1288959,570500,0.8633470237255096,7756.440933704376,2.0325385854532216,7852,-6.7124543,0.030562256,3.1182303,0.00045301564,44.51,57050000,0.33390805
1142,0.122253574,571000,0.8861595317721367,7763.301549911499,2.240883392742544,7834,-6.7106276,0.028731413,2.458551,0.00055544166,46.46,57100000,0.32216606
1143,0.13179767,571500,0.8457491397857666,7770.278615951538,2.2502215913747206,8031,-6.7139754,0.028814655,3.444008,0.00068754324,46.07,57150000,0.32158002
1144,0.12256258,572000,0.8820493295788765,7777.1313643455505,2.027739294767962,8279,-6.7156105,0.028904727,2.5341117,-9.3925875e-05,47.07,57200000,0.32499394
1145,0.12200664,572500,0.8720419555902481,7783.716740131378,1.4476733336397591,7970,-6.724599,0.026145823,2.709771,1.8608803e-06,45.91,57250000,0.30041608
1146,0.1220222,573000,0.85755655169487,7790.463185310364,1.9468180556474544,8066,-6.7252107,0.028155236,2.8694215,-2.826909e-05,48.06,57300000,0.316644
1147,0.12335771,573500,0.8661427348852158,7797.017650604248,2.2465860346304543,8020,-6.73131,0.03057925,2.9510546,0.0010683956,48.98,57350000,0.33565798
1148,0.11497489,574000,0.889514721930027,7803.880739212036,2.012169712012983,7724,-6.7426805,0.028925138,2.260509,0.0006010215,50.6,57400000,0.32073602
1149,0.13471352,574500,0.8788124620914459,7810.611313819885,2.5752661556564274,7917,-6.756478,0.027996568,2.57823,-0.00042835466,52.22,57450000,0.314592
1150,0.12447955,575000,0.877993606030941,7817.351814031601,2.174387772509399,7870,-6.757802,0.029037826,2.7457142,0.0017745063,47.3,57500000,0.320352
1151,0.1189017,575500,0.8883075788617134,7824.332962989807,2.0216517944414956,7806,-6.756883,0.028774373,2.444438,-0.00031686414,50.34,57550000,0.32190198
1152,0.12192342,576000,0.8758725374937057,7831.18843126297,2.4018086465180386,7856,-6.753168,0.028992098,2.640733,0.0005160792,49.17,57600000,0.32420406
1153,0.12176677,576500,0.8435932099819183,7838.021689414978,2.505944368948694,7743,-6.745507,0.030463569,3.5370262,0.002526426,46.99,57650000,0.33132008
1154,0.12362678,577000,0.8405676931142807,7844.679698228836,1.975217349180566,7847,-6.7510905,0.027695462,3.487539,0.0014551419,44.77,57700000,0.31411794
1155,0.12980565,577500,0.8850575089454651,7851.417193889618,2.340115947067097,7876,-6.756735,0.027031947,2.510487,0.00035329937,48.59,57750000,0.307676
1156,0.12518674,578000,0.881663016974926,7858.384197950363,2.40570317963804,7902,-6.757215,0.026699234,2.5791385,-0.0014744804,46.13,57800000,0.30668393
1157,0.13448726,578500,0.8362841904163361,7865.214119434357,2.6269549721165095,7831,-6.7568607,0.0278975,3.3814468,-0.0004724267,43.95,57850000,0.31208003
1158,0.13626818,579000,0.8618680238723755,7872.201936721802,3.128619792364334,7754,-6.752781,0.02871222,2.9251711,0.0013996894,57.91,57900000,0.321118
1159,0.11968001,579500,0.8510722666978836,7879.1659915447235,1.5526107437064638,7991,-6.751812,0.025430277,3.2089527,-0.0009276156,47.96,57950000,0.298112
1160,0.12745391,580000,0.856568768620491,7885.987462759018,1.5758497294116751,7687,-6.749986,0.030881148,3.1973052,0.0029401535,46.05,58000000,0.33566803
1161,0.12509242,580500,0.8677194714546204,7892.996622085571,1.7127029295085958,7899,-6.7447944,0.029241195,2.840457,0.0012426056,45.92,58050000,0.32171
1162,0.12298631,581000,0.8660249412059784,7899.883829116821,2.336482692863028,8196,-6.7395153,0.028807197,2.911755,0.0016870098,56.02,58100000,0.32247993
1163,0.13248456,581500,0.8670968413352966,7906.481617450714,2.446171406885842,7819,-6.7273173,0.027080748,2.7324698,-6.661932e-05,48.93,58150000,0.309438
1164,0.1239564,582000,0.8714894950389862,7913.233380079269,1.958984047507256,8012,-6.7323194,0.028449195,2.7332153,0.00038019224,44.44,58200000,0.32013005
1165,0.12675703,582500,0.8613180220127106,7920.09037065506,1.9821198099432513,8149,-6.7409587,0.027884498,3.024514,0.00041789698,49.77,58250000,0.31694603
1166,0.12479949,583000,0.8920749574899673,7926.732724189758,1.5637146308428782,8470,-6.738455,0.028749747,2.308818,0.0016474555,44.85,58300000,0.323408
1167,0.1205044,583500,0.8850895762443542,7933.146604776382,2.0065342298473117,8136,-6.748939,0.026894279,2.5934033,1.3644392e-05,46.77,58350000,0.30768
1168,0.12147483,584000,0.8833754286170006,7939.724012851715,2.139238466924289,8204,-6.7536583,0.028247911,2.4994593,0.0008199172,58.17,58400000,0.31996197
1169,0.108223386,584500,0.8662647753953934,7946.465937376022,1.7171343068760325,8017,-6.7537694,0.02859679,3.0597634,-0.00010513264,49.67,58450000,0.32277402
1170,0.12473565,585000,0.878311961889267,7953.192924976349,2.1223331341179437,7947,-6.7462883,0.026772428,2.7477617,0.00053028093,51.65,58500000,0.30952403
1171,0.12287456,585500,0.8594886362552643,7960.1502006053925,2.3933687253230165,8088,-6.7413006,0.028465286,2.9847877,0.0019750393,46.57,58550000,0.31613803
1172,0.1274045,586000,0.8961803019046783,7966.952092170715,2.5164901742317305,8161,-6.742118,0.026916664,2.3275008,-0.00031409934,51.25,58600000,0.31219804
1173,0.121496506,586500,0.860011875629425,7973.673268318176,1.8844984066353936,7924,-6.7408514,0.02932673,3.1740584,0.0011278181,52.53,58650000,0.32203594
1174,0.12164841,587000,0.870802566409111,7980.640665769577,2.6076261275610886,7606,-6.7308626,0.028986337,2.9004147,0.0020314548,48.08,58700000,0.32239196
1175,0.1264871,587500,0.8821439445018768,7987.64296746254,2.3384224966206237,7979,-6.716576,0.029592477,2.7764726,0.001448232,47.76,58750000,0.32462597
1176,0.1241177,588000,0.8477339595556259,7994.522577762604,2.0533214266769937,7653,-6.711506,0.027218582,3.2514472,-0.0011729639,46.38,58800000,0.30895597
1177,0.120953724,588500,0.8747533857822418,8001.694730043411,1.5109008509793784,7763,-6.707555,0.027951911,2.706951,0.00017789999,46.73,58850000,0.31527194
1178,0.13090615,589000,0.8451292216777802,8008.460825204849,1.9401852155324741,7995,-6.7062654,0.029300101,3.2520688,0.0012281683,51.11,58900000,0.324752
1179,0.11795563,589500,0.8686752319335938,8015.31783080101,1.1987635645468253,7837,-6.704762,0.027969018,2.8510501,0.00076197804,44.48,58950000,0.31486803
1180,0.124966,590000,0.882378488779068,8022.247719287872,2.372957050451332,7981,-6.705601,0.027101465,2.5510464,0.0002520875,48.44,59000000,0.31101006
1181,0.12868987,590500,0.8911058157682419,8028.990334510803,1.922178083993058,8117,-6.70638,0.025905304,2.3362036,-0.0006078674,41.88,59050000,0.30213395
1182,0.12001706,591000,0.8490927070379257,8035.808978796005,2.1765323442266524,7932,-6.7037916,0.028799348,3.3704298,0.0020732626,48.12,59100000,0.31917402
1183,0.11733447,591500,0.8845209032297134,8042.705963850021,2.141341626672656,8111,-6.7019105,0.026454324,2.6187537,0.0002882056,45.54,59150000,0.306334
1184,0.13268639,592000,0.8735251426696777,8049.337785959244,2.32333656381903,8109,-6.704462,0.028460868,2.8023345,-0.00067276804,55.8,59200000,0.32126397
1185,0.12704058,592500,0.8564273715019226,8056.081181049347,2.076169700598839,7917,-6.7116566,0.02597446,3.3970752,0.00014967284,46.36,59250000,0.299692
